timestamp,algo,mode,stage,n_in,n_out,instructions
2026-04-07T13:42:23+00:00,pipeline,sc,VoxelGrid,1024,1023,13682816
2026-04-07T13:42:23+00:00,pipeline,sc,RANSAC,1024,1023,92017120
2026-04-07T13:42:23+00:00,pipeline,sc,ExtractPlane,1024,819,305664
2026-04-07T13:42:23+00:00,pipeline,sc,SOR,1024,705,9246321956
2026-04-07T13:42:23+00:00,pipeline,sc,NormalEst,1024,705,207530592
2026-04-07T13:42:23+00:00,pipeline,sc,TOTAL,1024,705,9559858148
